user_id,treatment,tenure_days,device,region,converted
2557,0,658.0,mobile,APAC,0
548,0,543.0,mobile,EU,0
263,0,314.0,desktop,EU,0
1395,1,851.0,mobile,NA,1
5261,1,766.0,mobile,APAC,1
5871,1,571.0,desktop,EU,0
180,1,436.0,mobile,EU,0
2159,1,382.0,mobile,NA,0
2771,1,814.0,mobile,EU,0
3986,1,546.0,mobile,NA,0
4236,0,459.0,mobile,EU,0
3828,0,571.0,desktop,NA,0
2516,1,336.0,desktop,NA,0
3422,1,548.0,mobile,NA,0
2335,0,274.0,mobile,NA,0
3791,1,791.0,desktop,APAC,0
1587,1,244.0,mobile,APAC,0
3002,0,434.0,desktop,APAC,0
2264,1,765.0,mobile,APAC,0
5030,1,180.0,desktop,NA,0
2377,0,861.0,mobile,EU,0
2368,0,782.0,desktop,NA,0
2593,1,512.0,desktop,NA,0
4745,1,839.0,mobile,NA,0
4464,1,799.0,desktop,NA,0
3538,1,791.0,mobile,EU,0
5892,1,476.0,desktop,NA,0
3602,1,752.0,desktop,NA,1
3085,0,201.0,desktop,APAC,0
3443,1,299.0,mobile,NA,0
616,1,487.0,desktop,EU,0
5554,0,473.0,mobile,EU,0
192,1,89.0,desktop,EU,0
2465,0,500.0,mobile,EU,0
5692,1,779.0,desktop,NA,1
2513,1,81.0,mobile,NA,1
2010,1,307.0,mobile,EU,0
2023,0,407.0,mobile,EU,0
1393,1,849.0,mobile,APAC,1
4533,0,476.0,desktop,NA,0
2775,0,738.0,mobile,EU,0
4169,1,437.0,mobile,NA,0
4317,0,196.0,mobile,NA,0
212,0,890.0,desktop,EU,0
4568,0,393.0,mobile,APAC,1
4070,0,379.0,mobile,NA,0
294,1,780.0,mobile,APAC,0
4021,0,793.0,mobile,APAC,1
3142,1,709.0,mobile,APAC,0
4457,0,426.0,mobile,EU,0
126,1,660.0,mobile,NA,0
3729,1,552.0,mobile,EU,1
2834,0,112.0,desktop,EU,0
4539,1,715.0,mobile,APAC,0
435,0,67.0,mobile,EU,0
4187,1,691.0,mobile,EU,0
436,1,206.0,mobile,EU,0
5764,1,374.0,desktop,NA,0
3203,1,304.0,mobile,NA,0
2609,0,143.0,desktop,EU,0
3469,1,48.0,mobile,NA,0
1563,0,201.0,desktop,EU,0
2783,0,854.0,desktop,NA,1
3642,0,606.0,desktop,EU,0
400,0,776.0,desktop,NA,0
5932,0,276.0,mobile,EU,1
3564,0,747.0,mobile,EU,1
324,0,852.0,desktop,NA,0
4787,1,565.0,mobile,EU,0
4885,0,341.0,mobile,APAC,1
4369,0,50.0,mobile,APAC,0
4324,1,264.0,mobile,APAC,0
3427,0,571.0,mobile,APAC,0
2142,1,3.0,desktop,NA,0
4284,1,838.0,mobile,NA,0
2428,1,622.0,mobile,NA,0
2601,1,293.0,mobile,NA,0
5725,1,25.0,mobile,NA,0
1937,0,504.0,desktop,EU,0
5517,0,477.0,mobile,NA,0
2700,1,621.0,desktop,EU,0
2899,0,163.0,mobile,NA,0
2229,0,459.0,mobile,APAC,0
2816,1,493.0,mobile,NA,0
1607,1,191.0,mobile,EU,0
2452,0,418.0,mobile,EU,0
2797,0,467.0,mobile,NA,0
2092,1,232.0,mobile,EU,0
1544,0,530.0,mobile,NA,0
4744,0,837.0,mobile,APAC,0
4912,1,890.0,mobile,NA,1
1634,1,834.0,mobile,NA,0
3669,1,586.0,desktop,NA,1
1103,0,107.0,mobile,APAC,1
3801,0,279.0,mobile,NA,1
2536,0,73.0,mobile,NA,0
447,0,143.0,mobile,NA,0
3272,1,361.0,mobile,EU,0
3447,1,636.0,mobile,NA,0
4578,1,759.0,desktop,APAC,0
3959,0,142.0,desktop,NA,0
679,0,315.0,mobile,EU,0
2321,0,566.0,desktop,NA,0
5662,0,622.0,mobile,NA,0
182,0,383.0,desktop,APAC,0
1593,1,387.0,mobile,EU,0
2162,1,832.0,mobile,NA,0
3818,0,590.0,desktop,EU,0
4872,1,316.0,mobile,EU,1
1515,1,371.0,mobile,EU,1
3969,1,622.0,mobile,NA,0
4657,1,687.0,mobile,EU,0
4632,1,626.0,mobile,NA,0
5654,0,7.0,desktop,APAC,0
5311,0,14.0,desktop,APAC,0
2028,0,356.0,mobile,EU,0
3190,0,476.0,mobile,NA,0
1898,0,,mobile,NA,0
5380,0,516.0,desktop,NA,0
5364,1,315.0,mobile,NA,0
3732,1,398.0,mobile,NA,0
2420,1,556.0,mobile,APAC,0
2992,0,225.0,desktop,EU,1
5551,0,150.0,desktop,NA,0
2814,1,411.0,mobile,NA,0
3360,1,385.0,desktop,EU,0
1295,0,240.0,mobile,EU,0
2430,0,229.0,mobile,APAC,0
5407,1,218.0,desktop,EU,0
2202,0,716.0,mobile,APAC,0
2479,0,826.0,desktop,NA,1
5869,0,484.0,desktop,EU,0
3196,0,505.0,desktop,EU,0
1995,1,842.0,mobile,NA,0
5565,0,15.0,mobile,EU,0
29,1,730.0,desktop,NA,1
2382,0,,desktop,NA,0
699,1,201.0,mobile,EU,1
5255,0,259.0,mobile,NA,1
4228,1,453.0,mobile,NA,0
5801,0,160.0,desktop,EU,0
1498,1,248.0,desktop,APAC,0
4509,0,304.0,desktop,EU,1
5525,0,704.0,desktop,EU,0
2411,1,36.0,mobile,EU,0
2302,0,418.0,mobile,NA,0
2460,0,435.0,desktop,NA,0
3008,1,671.0,mobile,EU,0
1979,0,96.0,mobile,NA,0
5576,0,,mobile,NA,0
3407,0,103.0,mobile,APAC,0
5743,0,12.0,mobile,APAC,0
4080,0,272.0,mobile,APAC,0
3213,1,560.0,mobile,NA,1
3947,1,662.0,desktop,EU,0
4353,1,36.0,desktop,APAC,0
3331,0,27.0,mobile,NA,0
4580,0,162.0,mobile,APAC,0
5886,1,844.0,mobile,EU,0
935,0,539.0,mobile,NA,0
2967,1,628.0,desktop,EU,0
2569,1,740.0,mobile,NA,0
2410,0,612.0,mobile,APAC,0
2058,0,,mobile,NA,0
730,0,,desktop,EU,0
1382,1,60.0,mobile,NA,0
4792,0,632.0,mobile,APAC,0
3289,0,126.0,mobile,APAC,0
3223,0,535.0,mobile,NA,0
3546,0,794.0,mobile,EU,0
5058,1,608.0,mobile,APAC,0
5976,1,739.0,desktop,NA,0
5486,0,10.0,desktop,APAC,0
1745,1,568.0,desktop,EU,0
1646,0,622.0,mobile,NA,0
1379,0,506.0,desktop,NA,0
5240,1,111.0,desktop,NA,1
4896,1,70.0,mobile,NA,0
5475,1,460.0,mobile,EU,1
4444,0,432.0,mobile,EU,0
1734,0,505.0,mobile,APAC,0
764,0,94.0,mobile,NA,0
4340,1,161.0,desktop,EU,1
411,1,185.0,mobile,NA,0
3607,1,504.0,mobile,EU,0
2921,0,459.0,mobile,EU,0
3590,1,259.0,desktop,EU,0
5197,0,724.0,desktop,NA,0
3714,0,314.0,desktop,NA,0
1325,1,544.0,mobile,NA,0
75,1,787.0,mobile,NA,0
2662,0,792.0,mobile,NA,0
921,1,222.0,desktop,EU,0
4435,0,679.0,mobile,NA,1
1055,1,527.0,desktop,EU,1
4816,0,24.0,desktop,NA,0
3537,0,133.0,mobile,EU,0
3678,1,236.0,desktop,EU,0
995,1,867.0,desktop,EU,0
5560,1,619.0,desktop,NA,0
3539,1,420.0,mobile,APAC,0
1996,0,24.0,desktop,NA,0
5918,0,185.0,desktop,NA,1
348,1,281.0,mobile,NA,0
337,0,10.0,mobile,EU,0
2727,1,374.0,mobile,NA,0
1485,0,265.0,mobile,NA,0
5391,1,289.0,mobile,NA,0
1470,1,717.0,desktop,NA,0
4171,0,557.0,mobile,NA,0
2194,0,38.0,mobile,APAC,0
1788,0,422.0,desktop,NA,0
1769,1,532.0,mobile,NA,0
5442,0,874.0,desktop,EU,0
4163,1,432.0,mobile,EU,0
5126,1,550.0,mobile,NA,0
1419,0,892.0,desktop,APAC,1
2949,0,91.0,mobile,EU,0
1374,1,145.0,mobile,NA,0
475,1,416.0,desktop,NA,1
880,1,534.0,mobile,NA,0
3826,1,827.0,mobile,EU,0
2656,1,478.0,mobile,APAC,0
3645,1,517.0,desktop,NA,0
3994,1,865.0,mobile,NA,0
1073,0,416.0,mobile,NA,0
2478,0,,mobile,NA,0
5927,1,790.0,desktop,APAC,0
4924,0,409.0,mobile,NA,0
2455,1,47.0,mobile,APAC,0
3672,0,140.0,desktop,NA,0
3095,0,853.0,mobile,NA,0
2245,0,364.0,mobile,EU,0
3779,0,253.0,mobile,NA,0
1631,1,760.0,desktop,NA,0
5593,1,503.0,mobile,NA,0
2293,1,513.0,mobile,EU,1
5690,1,575.0,mobile,EU,1
4441,1,47.0,mobile,NA,1
4639,1,217.0,mobile,EU,0
246,1,744.0,desktop,APAC,0
4720,1,63.0,mobile,APAC,1
3399,0,92.0,desktop,NA,0
3595,1,771.0,mobile,EU,0
5489,0,354.0,desktop,EU,0
1017,1,555.0,desktop,EU,0
4360,0,283.0,desktop,NA,0
4082,0,65.0,desktop,EU,0
4946,0,841.0,mobile,NA,0
688,1,,desktop,NA,1
445,0,800.0,desktop,EU,0
4232,1,889.0,mobile,NA,0
3694,1,98.0,desktop,APAC,0
5277,0,416.0,desktop,NA,0
2398,1,262.0,mobile,APAC,0
3631,0,254.0,mobile,NA,0
1109,0,898.0,mobile,EU,0
4459,0,544.0,mobile,APAC,0
3436,1,163.0,mobile,NA,0
1192,1,394.0,desktop,NA,0
5911,0,854.0,mobile,NA,0
4576,1,677.0,desktop,NA,0
4194,1,367.0,mobile,NA,0
3671,1,289.0,mobile,EU,0
1160,1,8.0,mobile,NA,0
4158,0,813.0,desktop,NA,0
3613,1,842.0,mobile,NA,0
5602,0,181.0,desktop,NA,0
5403,0,211.0,mobile,NA,0
3276,0,153.0,desktop,NA,0
2198,0,532.0,mobile,NA,1
4234,0,709.0,mobile,EU,0
5080,0,240.0,mobile,NA,0
1869,0,27.0,desktop,EU,0
3928,1,440.0,desktop,NA,0
1803,0,605.0,mobile,NA,0
2295,1,387.0,desktop,NA,0
1486,1,,mobile,EU,1
1963,0,675.0,mobile,NA,0
5419,1,766.0,mobile,NA,0
1357,1,772.0,desktop,NA,0
4794,1,162.0,desktop,APAC,0
147,1,890.0,mobile,EU,0
1533,1,405.0,mobile,NA,0
710,1,178.0,mobile,NA,0
1106,1,456.0,mobile,NA,0
1950,1,306.0,desktop,EU,0
704,1,526.0,mobile,EU,1
3937,0,370.0,mobile,EU,0
5734,1,493.0,mobile,APAC,1
797,1,567.0,desktop,NA,0
2346,1,472.0,mobile,NA,0
5533,0,818.0,desktop,APAC,1
4997,1,90.0,desktop,NA,0
5870,1,882.0,mobile,EU,0
4910,0,460.0,desktop,NA,0
3376,1,157.0,desktop,EU,1
5370,1,438.0,desktop,APAC,0
1735,0,564.0,mobile,NA,1
2447,0,486.0,desktop,APAC,0
2897,1,483.0,desktop,NA,0
4496,0,783.0,desktop,NA,0
700,0,182.0,desktop,NA,0
3180,0,415.0,desktop,APAC,0
4974,1,487.0,mobile,APAC,0
1746,0,600.0,mobile,EU,0
4422,0,193.0,mobile,APAC,0
5854,0,288.0,desktop,EU,1
4515,0,776.0,mobile,EU,0
5359,1,87.0,mobile,NA,0
148,1,151.0,mobile,NA,0
2057,1,4.0,mobile,APAC,0
585,0,615.0,mobile,APAC,1
3090,0,421.0,mobile,NA,1
5890,1,455.0,desktop,APAC,0
3856,1,763.0,mobile,NA,0
3587,0,557.0,mobile,APAC,0
4642,0,320.0,mobile,APAC,0
4128,1,510.0,mobile,EU,0
2622,0,316.0,mobile,EU,1
1150,0,252.0,mobile,APAC,0
5418,1,745.0,mobile,NA,1
3640,1,867.0,mobile,EU,0
5818,1,267.0,mobile,NA,0
2565,0,649.0,mobile,APAC,1
673,1,768.0,desktop,EU,0
247,0,488.0,desktop,EU,0
4774,1,865.0,mobile,APAC,0
3110,0,603.0,mobile,APAC,0
5923,0,261.0,mobile,APAC,0
521,1,782.0,mobile,APAC,0
1599,0,848.0,desktop,NA,1
2325,1,216.0,mobile,EU,1
2597,0,454.0,mobile,EU,0
2153,0,291.0,desktop,EU,0
4564,0,498.0,mobile,NA,0
2824,1,21.0,mobile,NA,0
2954,0,42.0,desktop,APAC,0
1318,0,35.0,mobile,NA,0
317,1,193.0,mobile,EU,0
5552,0,605.0,desktop,NA,0
3991,0,540.0,desktop,EU,0
1398,1,636.0,desktop,NA,0
272,0,482.0,mobile,NA,0
4834,1,430.0,mobile,NA,0
4952,0,67.0,mobile,NA,0
5711,1,65.0,mobile,EU,0
4619,0,799.0,desktop,NA,0
5630,1,512.0,desktop,EU,1
2336,0,718.0,desktop,EU,0
5099,1,384.0,desktop,EU,0
3804,1,478.0,mobile,APAC,0
5398,0,349.0,mobile,NA,1
3588,0,380.0,mobile,EU,1
772,0,781.0,mobile,NA,1
3417,0,724.0,desktop,EU,0
961,0,854.0,mobile,EU,0
2117,0,172.0,desktop,NA,0
2313,1,791.0,desktop,EU,0
4219,1,572.0,mobile,EU,0
2358,1,79.0,mobile,NA,0
4018,0,655.0,mobile,NA,0
752,1,721.0,desktop,NA,1
441,0,714.0,mobile,EU,0
226,0,701.0,mobile,EU,0
4507,0,239.0,desktop,NA,0
1881,0,643.0,mobile,EU,1
5507,1,266.0,mobile,NA,0
816,0,393.0,desktop,EU,0
3936,1,796.0,mobile,EU,1
4921,0,791.0,mobile,APAC,1
5477,0,503.0,desktop,APAC,1
964,1,429.0,mobile,EU,0
3863,1,718.0,desktop,EU,0
778,0,28.0,mobile,NA,0
2203,1,539.0,mobile,NA,0
2,0,797.0,desktop,NA,1
586,1,896.0,desktop,NA,0
1559,0,375.0,mobile,APAC,0
927,0,480.0,mobile,EU,0
5865,1,319.0,mobile,NA,0
2719,0,737.0,mobile,APAC,0
2230,0,358.0,mobile,NA,0
3561,0,525.0,mobile,EU,1
1352,0,,mobile,EU,0
1872,1,612.0,desktop,APAC,0
3944,0,159.0,mobile,NA,0
4079,0,703.0,mobile,EU,0
5671,0,223.0,desktop,NA,0
2532,0,378.0,mobile,NA,1
59,1,800.0,mobile,EU,0
4889,1,547.0,mobile,APAC,0
866,0,632.0,mobile,APAC,0
4875,1,638.0,desktop,NA,0
282,1,196.0,mobile,NA,0
1828,0,749.0,mobile,EU,1
491,1,466.0,desktop,APAC,0
2211,1,642.0,mobile,APAC,0
2900,1,68.0,desktop,APAC,1
325,0,202.0,mobile,EU,0
4988,0,200.0,mobile,NA,0
2226,0,387.0,desktop,NA,0
2305,1,639.0,mobile,NA,0
3806,1,292.0,desktop,APAC,0
3593,0,492.0,mobile,EU,0
3752,0,594.0,mobile,NA,0
323,1,316.0,desktop,NA,0
1171,1,880.0,mobile,NA,0
4552,0,659.0,mobile,APAC,0
3342,1,,desktop,NA,1
3760,0,124.0,mobile,APAC,0
4500,1,869.0,mobile,EU,1
2128,1,469.0,mobile,NA,0
5589,1,269.0,desktop,NA,0
2311,1,594.0,mobile,NA,1
3793,1,838.0,mobile,EU,0
4734,1,246.0,mobile,EU,0
539,1,678.0,mobile,APAC,0
3747,1,704.0,mobile,NA,0
3247,0,303.0,desktop,NA,0
5424,0,419.0,mobile,NA,0
1915,0,242.0,desktop,NA,1
99,1,625.0,mobile,EU,0
5214,1,325.0,desktop,APAC,1
774,0,538.0,mobile,NA,0
2574,0,614.0,desktop,APAC,1
1827,1,,desktop,APAC,0
827,1,542.0,desktop,EU,0
4492,0,665.0,mobile,EU,0
2788,0,31.0,mobile,NA,0
1720,1,294.0,mobile,NA,0
1592,1,371.0,desktop,EU,0
5163,0,549.0,desktop,EU,0
5000,0,244.0,desktop,NA,0
286,1,184.0,mobile,NA,0
4153,1,225.0,desktop,NA,0
2337,0,296.0,mobile,EU,0
428,1,397.0,desktop,NA,0
581,1,630.0,desktop,NA,0
98,0,295.0,desktop,NA,0
4273,1,164.0,desktop,NA,0
873,1,122.0,desktop,NA,0
4206,1,863.0,mobile,APAC,1
795,0,75.0,desktop,APAC,1
5679,1,657.0,mobile,APAC,0
4418,1,599.0,mobile,NA,1
4063,1,390.0,mobile,EU,0
1988,0,710.0,desktop,NA,0
676,1,212.0,desktop,EU,0
2975,0,521.0,mobile,EU,0
707,1,,mobile,NA,0
4425,0,316.0,mobile,EU,0
2220,0,99.0,mobile,NA,1
5547,1,412.0,mobile,APAC,0
5408,1,709.0,mobile,APAC,0
2763,0,757.0,desktop,APAC,0
5666,1,600.0,mobile,NA,1
3200,0,859.0,mobile,NA,0
1088,1,410.0,mobile,NA,1
3846,1,895.0,mobile,NA,0
3527,1,827.0,mobile,APAC,0
5091,0,547.0,desktop,APAC,0
5187,1,771.0,mobile,EU,0
5657,0,754.0,mobile,NA,0
3350,0,32.0,desktop,NA,0
2796,0,471.0,desktop,EU,0
3209,1,803.0,mobile,NA,0
2085,1,515.0,mobile,APAC,0
4626,0,592.0,mobile,EU,0
3913,1,826.0,mobile,EU,0
4534,0,425.0,mobile,APAC,1
471,0,639.0,desktop,APAC,0
599,0,,mobile,NA,0
516,1,467.0,mobile,NA,1
151,1,559.0,mobile,EU,0
3096,1,28.0,mobile,NA,0
403,0,726.0,mobile,EU,0
856,0,,desktop,NA,0
2413,1,548.0,desktop,APAC,0
5372,0,840.0,mobile,NA,0
1826,1,125.0,mobile,APAC,0
5774,1,49.0,mobile,EU,0
3555,1,154.0,desktop,NA,0
5532,1,677.0,desktop,APAC,0
4474,1,707.0,mobile,EU,0
3473,1,135.0,mobile,NA,0
3787,1,712.0,mobile,NA,0
5562,0,151.0,desktop,EU,0
2930,1,103.0,desktop,EU,0
4318,1,555.0,mobile,NA,0
3484,0,576.0,mobile,EU,0
737,1,19.0,desktop,NA,1
4377,1,727.0,mobile,NA,0
1943,0,883.0,mobile,NA,0
787,1,828.0,mobile,EU,0
723,1,23.0,mobile,NA,1
4093,0,539.0,mobile,APAC,0
5706,0,502.0,mobile,NA,0
858,1,750.0,mobile,EU,0
2580,0,655.0,mobile,EU,0
3821,1,222.0,mobile,EU,0
656,0,798.0,desktop,EU,1
1945,0,278.0,mobile,APAC,0
629,0,164.0,desktop,NA,0
2939,1,624.0,mobile,NA,0
920,1,,mobile,EU,0
3771,1,479.0,desktop,NA,0
3379,1,238.0,mobile,NA,0
1499,0,805.0,desktop,EU,0
4452,0,239.0,mobile,NA,0
5573,0,208.0,mobile,NA,0
415,0,899.0,mobile,APAC,0
841,1,842.0,mobile,NA,0
1030,0,463.0,mobile,NA,0
4616,1,657.0,mobile,APAC,0
2004,1,264.0,mobile,EU,0
455,1,130.0,desktop,APAC,0
120,0,811.0,mobile,EU,0
1555,0,169.0,mobile,APAC,0
3569,1,700.0,mobile,NA,0
5365,1,17.0,mobile,APAC,0
2423,1,848.0,desktop,NA,0
2981,0,65.0,mobile,NA,0
4779,1,686.0,mobile,EU,1
1014,0,835.0,mobile,NA,0
1897,1,54.0,mobile,EU,0
1676,0,494.0,mobile,NA,0
2041,1,712.0,desktop,EU,0
5022,0,79.0,mobile,EU,0
380,0,388.0,desktop,NA,1
1586,1,359.0,mobile,EU,0
5411,1,182.0,desktop,EU,0
417,1,713.0,desktop,APAC,0
1399,0,267.0,mobile,NA,0
1307,1,872.0,mobile,NA,0
5943,0,227.0,desktop,NA,0
4404,1,816.0,mobile,NA,0
1795,0,679.0,mobile,APAC,0
2750,0,592.0,mobile,NA,0
2570,1,621.0,desktop,NA,0
3062,1,601.0,mobile,APAC,1
2883,0,601.0,desktop,NA,0
1165,0,104.0,mobile,APAC,0
1714,0,212.0,mobile,NA,0
3950,0,726.0,mobile,APAC,0
2937,0,793.0,mobile,EU,0
145,1,377.0,desktop,APAC,0
3796,1,29.0,desktop,APAC,0
2558,0,15.0,mobile,APAC,0
5228,1,695.0,mobile,NA,0
3643,1,166.0,desktop,EU,0
3857,0,286.0,mobile,EU,0
715,0,49.0,mobile,EU,0
2084,0,152.0,mobile,APAC,0
2482,0,588.0,mobile,APAC,0
5919,1,117.0,mobile,APAC,0
2873,0,620.0,mobile,NA,0
1875,1,59.0,mobile,NA,0
1604,0,708.0,mobile,NA,0
3946,1,67.0,mobile,NA,0
5082,0,260.0,desktop,NA,0
1361,0,288.0,mobile,APAC,0
1240,1,50.0,desktop,APAC,0
2997,1,817.0,mobile,APAC,0
2790,0,277.0,mobile,NA,0
3703,0,202.0,mobile,NA,0
5884,1,29.0,desktop,EU,0
5914,1,171.0,mobile,NA,1
903,1,878.0,desktop,NA,0
1107,0,49.0,mobile,EU,0
5237,0,550.0,mobile,NA,0
5092,1,574.0,mobile,NA,0
4383,0,481.0,desktop,NA,1
4948,0,777.0,desktop,NA,0
2925,0,648.0,mobile,APAC,0
1187,0,794.0,mobile,NA,0
5862,1,445.0,mobile,EU,0
3902,1,582.0,desktop,NA,0
3254,1,834.0,mobile,EU,0
4030,1,870.0,desktop,NA,1
2568,0,714.0,mobile,EU,0
2533,1,292.0,desktop,APAC,0
2535,1,651.0,mobile,EU,0
2292,1,498.0,mobile,NA,0
3521,1,498.0,mobile,APAC,0
5074,0,53.0,mobile,NA,0
3985,0,820.0,mobile,NA,0
3820,0,532.0,desktop,NA,1
3160,0,817.0,desktop,APAC,0
1655,0,690.0,mobile,APAC,0
494,0,864.0,mobile,EU,0
50,1,684.0,mobile,APAC,1
697,0,66.0,desktop,NA,0
3051,1,260.0,mobile,APAC,0
5522,0,448.0,mobile,NA,1
2995,0,720.0,desktop,NA,0
1322,1,545.0,mobile,NA,0
871,1,42.0,desktop,NA,1
2496,1,264.0,mobile,NA,0
4058,1,858.0,mobile,NA,0
4572,0,625.0,desktop,APAC,0
3807,1,700.0,mobile,NA,0
3128,1,769.0,desktop,NA,0
3909,0,769.0,mobile,NA,1
5133,0,116.0,desktop,APAC,0
4752,0,756.0,mobile,NA,0
1035,0,396.0,desktop,EU,1
1896,0,466.0,mobile,APAC,0
3480,1,124.0,mobile,APAC,0
2328,1,545.0,mobile,EU,0
2808,0,355.0,mobile,NA,1
3296,0,673.0,desktop,NA,0
4379,0,57.0,mobile,NA,0
5484,1,520.0,desktop,EU,0
2612,0,86.0,mobile,NA,0
94,1,130.0,desktop,NA,0
5363,1,671.0,mobile,EU,0
939,1,851.0,desktop,APAC,1
3799,1,872.0,mobile,NA,0
366,1,45.0,desktop,NA,1
5024,1,705.0,desktop,APAC,0
4712,0,658.0,mobile,EU,0
4275,1,866.0,mobile,EU,0
1784,1,199.0,mobile,APAC,0
5271,0,204.0,mobile,APAC,0
3218,0,223.0,desktop,NA,0
91,0,147.0,mobile,APAC,0
1003,1,446.0,desktop,NA,0
2331,0,,mobile,APAC,0
3238,1,71.0,desktop,NA,0
4316,0,762.0,mobile,APAC,0
3722,1,518.0,mobile,EU,1
3865,1,864.0,desktop,APAC,0
402,1,471.0,mobile,NA,0
1218,0,573.0,mobile,EU,0
3071,1,93.0,mobile,APAC,0
4495,0,493.0,desktop,NA,0
1980,0,728.0,mobile,APAC,1
5836,0,458.0,mobile,APAC,0
5981,0,373.0,mobile,APAC,1
3651,0,317.0,mobile,APAC,0
5715,1,216.0,mobile,NA,1
5300,0,606.0,desktop,APAC,1
5229,1,573.0,desktop,NA,0
4355,1,415.0,mobile,APAC,0
1025,1,635.0,mobile,EU,0
90,1,594.0,desktop,NA,0
5137,1,293.0,mobile,EU,0
2802,1,146.0,mobile,NA,0
2172,1,180.0,mobile,APAC,0
4859,1,406.0,desktop,APAC,0
1906,1,40.0,mobile,EU,0
4926,0,28.0,mobile,NA,0
1425,0,550.0,mobile,APAC,1
3212,0,645.0,mobile,APAC,0
4607,0,672.0,mobile,NA,0
3027,1,630.0,desktop,NA,0
1932,1,605.0,desktop,NA,0
4220,1,700.0,mobile,APAC,0
3222,1,277.0,desktop,NA,0
153,0,64.0,mobile,NA,0
5963,0,1.0,desktop,EU,1
2770,1,457.0,mobile,EU,0
5490,1,376.0,mobile,EU,0
3321,0,239.0,mobile,NA,0
3418,1,,mobile,APAC,0
4723,0,10.0,mobile,EU,0
1349,1,125.0,mobile,EU,0
4087,0,807.0,desktop,APAC,1
2573,1,111.0,desktop,EU,0
3797,1,865.0,mobile,EU,0
139,1,524.0,mobile,NA,0
4755,1,364.0,mobile,NA,0
782,1,634.0,mobile,NA,0
4721,0,849.0,mobile,NA,0
3992,0,776.0,desktop,APAC,0
457,1,827.0,mobile,NA,0
5583,1,260.0,mobile,EU,1
1554,1,383.0,mobile,NA,1
1509,0,816.0,desktop,NA,0
1488,1,198.0,desktop,EU,0
5529,1,431.0,desktop,EU,0
3147,0,699.0,desktop,EU,0
4710,1,563.0,mobile,APAC,0
5553,0,36.0,desktop,EU,0
2095,1,895.0,mobile,NA,1
4767,1,340.0,desktop,NA,1
630,1,40.0,mobile,APAC,0
3966,1,11.0,mobile,EU,0
3990,1,,mobile,EU,0
353,0,369.0,mobile,NA,0
4856,0,664.0,mobile,NA,0
4931,1,368.0,mobile,EU,0
1949,0,635.0,mobile,NA,0
179,0,,mobile,EU,0
4497,0,255.0,mobile,EU,0
462,0,70.0,desktop,NA,0
3207,0,585.0,mobile,NA,1
4480,1,421.0,mobile,NA,0
538,0,322.0,mobile,EU,0
5138,0,293.0,mobile,NA,0
809,0,645.0,mobile,NA,0
678,0,662.0,mobile,NA,0
5198,0,721.0,desktop,EU,0
694,1,224.0,desktop,NA,0
2852,1,364.0,mobile,NA,1
2347,0,526.0,desktop,NA,0
3282,1,36.0,desktop,EU,1
1220,1,828.0,mobile,NA,0
5847,1,184.0,mobile,NA,0
4537,1,222.0,mobile,APAC,0
3656,1,617.0,mobile,APAC,0
5090,1,240.0,mobile,APAC,0
1662,1,419.0,mobile,EU,0
2416,0,307.0,mobile,NA,1
1157,1,450.0,mobile,NA,0
1639,0,442.0,desktop,EU,0
4601,0,232.0,mobile,EU,1
5947,1,586.0,desktop,NA,0
3338,1,705.0,mobile,APAC,1
1549,0,11.0,mobile,NA,0
2487,1,874.0,mobile,NA,0
2373,0,40.0,mobile,NA,0
5782,1,285.0,mobile,NA,0
1879,1,402.0,mobile,NA,1
5009,1,93.0,mobile,EU,0
2799,0,,mobile,NA,0
5719,1,324.0,mobile,EU,0
3762,1,584.0,mobile,NA,0
1027,1,828.0,desktop,EU,0
913,1,615.0,mobile,EU,0
4824,0,431.0,mobile,EU,0
2180,1,637.0,desktop,NA,0
1965,1,479.0,desktop,APAC,1
1878,0,808.0,mobile,EU,1
46,0,417.0,mobile,NA,1
2564,1,360.0,mobile,EU,0
3277,1,735.0,mobile,EU,0
3275,0,537.0,desktop,NA,0
1233,1,92.0,mobile,NA,0
3615,1,480.0,desktop,NA,0
5611,0,625.0,desktop,EU,1
173,0,260.0,desktop,APAC,0
709,1,547.0,mobile,EU,0
5944,0,185.0,mobile,EU,0
1212,1,646.0,desktop,NA,0
4955,0,863.0,mobile,EU,0
5032,1,262.0,mobile,EU,1
4682,1,816.0,mobile,EU,0
3244,1,345.0,mobile,NA,0
1093,1,237.0,desktop,EU,0
1929,0,553.0,desktop,EU,0
2306,1,587.0,desktop,EU,0
390,0,104.0,desktop,APAC,0
1158,1,329.0,desktop,APAC,0
5580,0,780.0,mobile,EU,0
714,1,372.0,desktop,EU,0
5238,1,511.0,mobile,EU,1
4654,0,619.0,mobile,APAC,0
3731,1,116.0,mobile,NA,0
5582,0,77.0,mobile,NA,0
110,0,120.0,mobile,EU,0
622,0,317.0,mobile,NA,0
2615,1,599.0,mobile,EU,0
3798,1,70.0,mobile,NA,1
5239,0,414.0,desktop,NA,0
2772,0,624.0,mobile,EU,0
2234,0,757.0,mobile,NA,0
5095,0,445.0,desktop,EU,0
4032,1,725.0,mobile,EU,0
5840,1,328.0,desktop,APAC,0
3888,0,743.0,mobile,NA,0
420,0,252.0,desktop,EU,0
219,0,82.0,mobile,APAC,0
2835,0,700.0,mobile,APAC,1
3800,1,727.0,desktop,NA,0
2542,1,442.0,mobile,NA,0
